INTDATE,AIRLINE,FLIGHT,DESTINATION,DESTGEO,DESTMARK,GATE,BAREA,STRATA,PEAK,HOWLONG,METHOD,Q2PURP1,Q2PURP2,Q2PURP3,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3PARK,Q4BAGS,Q4STORE,Q4FOOD,Q4WIFI,Q5TIMESFLOWN,Q5FIRSTTIME,Q6LONGUSE,SAQ,Q8COM1,Q8COM2,Q8COM3,Q9BOARDING,Q9AIRTRAIN,Q9RENTAL,Q9FOOD,Q9RESTROOM,Q9ALL,Q9COM1,Q9COM2,Q9COM3,Q10SAFE,Q10COM1,Q10COM2,Q10COM3,Q11TSAPRE,Q12PRECHEKCRATE,Q12COM1,Q12COM2,Q12COM3,Q13COUNTY,Q13GETRATE,Q14FIND,Q14PASSTHRU,Q15PROBLEM,Q15COM1,Q15COM2,Q15COM3,Q16LIVE,HOME,Q18AGE,Q19GENDER,Q20INCOME,Q21FLY,Q22SJC,Q22OAK,LANG,WEIGHT,Q7ART,Q7FOOD,Q7STORE,Q7SIGN,Q7WALKWAYS,Q7SCREENS,Q7INFODOWN,Q7INFOUP,Q7WIFI,Q7ROADS,Q7PARK,Q7AIRTRAIN,Q7LTPARKING,Q7RENTAL,Q7ALL
14,35,433,71,2,3,23,1,2,2,175,1,1,-1,-1,9,-1,-1,-1,2,2,2,2,6,1,3,1,993,-1,-1,3,5,5,3,3,3,7,-1,-1,5,3,-1,-1,1,5,1,-1,-1,6,5,5,5,2,-1,-1,-1,3,12,3,2,4,1,2,2,1,-1,6,1,3,5,3,5,6,6,6,5,6,5,6,5,3
14,35,433,71,2,3,23,1,2,2,95,1,1,-1,-1,6,-1,-1,-1,2,2,2,1,3,1,4,1,20,505,-1,4,4,6,6,4,4,-1,-1,-1,4,4,-1,-1,2,0,-1,-1,-1,5,5,5,5,2,-1,-1,-1,3,12,5,2,0,2,2,2,1,-1,4,3,3,4,3,3,3,3,4,6,6,5,6,6,4
14,35,433,71,2,3,23,1,2,2,185,1,2,-1,-1,7,-1,-1,-1,1,1,2,2,1,2,1,1,-1,-1,-1,5,6,6,6,5,5,-1,-1,-1,5,3,-1,-1,1,5,1,-1,-1,1,3,5,5,2,-1,-1,-1,3,12,7,2,2,2,2,2,1,-1,6,6,6,4,6,6,6,6,6,6,6,6,6,6,4
14,35,433,71,2,3,23,1,2,2,140,1,1,-1,-1,9,-1,-1,-1,2,2,2,1,5,1,4,1,-1,-1,-1,4,4,2,6,3,3,2,-1,-1,5,5,1,3,2,0,-1,-1,-1,6,5,5,5,2,-1,-1,-1,3,12,5,1,4,1,2,2,1,-1,6,2,6,2,2,3,6,6,6,3,6,3,6,3,3
14,35,433,71,2,3,23,1,2,2,75,1,1,-1,-1,4,-1,-1,-1,2,2,2,2,3,1,3,1,105,-1,-1,5,6,6,6,4,4,-1,-1,-1,5,6,-1,-1,1,2,4,-1,-1,6,0,5,2,2,-1,-1,-1,3,12,3,1,0,1,2,2,1,-1,6,6,6,4,5,3,6,6,6,6,6,6,6,6,4
14,35,433,71,2,3,23,1,2,2,95,1,3,-1,-1,5,-1,-1,-1,2,1,1,1,3,1,4,1,202,-1,-1,4,6,6,4,4,4,-1,-1,-1,5,1,-1,-1,1,3,4,-1,-1,5,5,5,4,2,-1,-1,-1,3,12,6,1,3,1,2,2,1,-1,6,3,3,4,6,5,3,6,5,6,6,6,6,6,4
14,35,433,71,2,3,23,1,2,2,155,1,1,-1,-1,9,-1,-1,-1,1,2,1,1,1,1,4,1,-1,-1,-1,5,5,5,5,5,5,-1,-1,-1,4,22,-1,-1,2,0,-1,-1,-1,7,5,5,5,2,-1,-1,-1,3,12,4,1,4,2,2,2,1,-1,4,4,4,5,5,5,6,6,5,4,6,5,6,5,5
14,35,433,71,2,3,23,1,2,2,135,1,1,-1,-1,4,-1,-1,-1,2,2,2,1,2,1,4,2,202,-1,-1,4,6,6,2,3,3,-1,-1,-1,3,4,9,-1,2,0,-1,-1,-1,0,4,5,5,2,-1,-1,-1,3,12,6,2,4,2,2,2,1,-1,3,2,3,5,5,5,6,6,5,6,6,6,6,6,3
14,35,433,71,2,3,23,1,2,2,155,1,1,-1,-1,4,-1,-1,-1,2,1,1,1,2,1,1,2,-1,-1,-1,4,4,4,4,4,4,-1,-1,-1,4,-1,-1,-1,2,0,-1,-1,-1,5,4,4,4,2,-1,-1,-1,3,99,5,1,4,1,2,2,1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
14,35,433,71,2,3,23,1,2,2,115,1,0,-1,-1,14,-1,-1,-1,1,2,2,2,1,2,1,2,999,-1,-1,4,6,6,6,4,6,-1,-1,-1,3,-1,-1,-1,2,0,-1,-1,-1,5,4,4,4,1,6,-1,-1,3,12,5,2,3,2,2,2,1,-1,6,6,6,3,6,3,6,6,6,6,6,6,6,6,3
14,35,433,71,2,3,23,1,2,2,65,1,1,-1,-1,9,-1,-1,-1,2,2,2,2,3,1,4,2,603,609,-1,3,3,3,3,3,3,-1,-1,-1,4,-1,-1,-1,1,4,-1,-1,-1,0,3,4,4,1,4,-1,-1,3,12,4,1,0,2,1,2,1,-1,6,2,6,3,3,3,6,6,4,3,6,1,0,6,3
14,35,477,72,1,4,21,1,2,2,140,3,2,-1,-1,14,-1,-1,-1,1,2,1,2,1,1,2,5,999,-1,-1,5,6,6,6,6,2,-1,-1,-1,1,5,-1,-1,2,0,-1,-1,-1,5,1,1,1,2,-1,-1,-1,3,10,7,1,2,2,1,2,1,-1,6,1,6,1,1,1,6,6,6,6,6,6,6,6,1
14,35,477,72,1,4,21,1,2,2,83,1,2,-1,-1,9,-1,-1,-1,1,2,2,2,3,1,3,1,608,-1,-1,4,5,4,6,4,4,-1,-1,-1,4,20,-1,-1,2,0,-1,-1,-1,2,4,4,4,2,-1,-1,-1,3,11,3,1,0,1,2,1,1,-1,6,6,6,3,5,5,5,6,1,4,6,5,6,1,5
14,35,477,72,1,4,21,1,2,2,110,1,3,-1,-1,13,-1,-1,-1,1,1,2,1,3,1,4,1,999,-1,-1,5,6,6,6,5,5,-1,-1,-1,5,26,-1,-1,2,0,-1,-1,-1,3,5,5,5,2,-1,-1,-1,1,6,7,2,0,2,2,1,1,-1,5,5,6,5,6,4,6,4,5,6,6,6,6,6,5
14,35,477,72,1,4,21,1,2,2,125,1,1,-1,-1,9,-1,-1,-1,2,1,2,1,2,1,1,2,-1,-1,-1,3,4,4,6,3,4,-1,-1,-1,3,-1,-1,-1,1,3,-1,-1,-1,2,3,3,3,2,-1,-1,-1,3,11,5,1,2,1,2,2,1,-1,6,6,3,4,4,4,6,6,4,2,6,4,6,4,4
14,35,477,72,1,4,21,1,2,2,70,1,1,-1,-1,9,-1,-1,-1,1,2,1,2,5,1,3,2,993,-1,-1,2,4,4,1,1,2,12,-1,-1,4,-1,-1,-1,1,5,2,-1,-1,3,3,3,5,2,-1,-1,-1,3,11,4,1,4,1,1,2,1,-1,4,3,3,4,3,3,3,3,3,4,3,4,6,4,3
14,35,477,72,1,4,21,1,2,2,80,1,1,-1,-1,6,-1,-1,-1,2,2,2,1,6,1,2,2,-1,-1,-1,5,5,5,5,5,5,-1,-1,-1,5,36,-1,-1,1,4,4,-1,-1,5,5,5,5,2,-1,-1,-1,3,10,2,1,2,1,2,1,1,-1,4,4,4,5,5,5,6,6,5,0,0,0,0,0,5
14,35,477,72,1,4,21,1,2,2,110,1,2,-1,-1,9,-1,-1,-1,2,2,2,2,1,2,1,2,-1,-1,-1,5,5,5,4,6,5,-1,-1,-1,4,-1,-1,-1,1,5,2,-1,-1,9,3,4,4,2,-1,-1,-1,3,11,3,2,2,1,2,2,1,-1,6,6,6,4,4,4,6,6,6,4,6,4,6,4,4
14,35,477,72,1,4,21,1,2,2,170,1,6,-1,-1,1,-1,-1,4,2,1,1,2,2,1,4,2,-1,-1,-1,5,6,6,4,4,4,-1,-1,-1,5,6,-1,-1,2,0,-1,-1,-1,9,4,4,4,2,-1,-1,-1,1,7,5,2,0,2,2,2,1,-1,4,3,3,5,4,4,4,4,6,5,5,6,4,6,4
14,35,477,72,1,4,21,1,2,2,95,1,1,-1,-1,9,-1,-1,-1,2,2,2,2,3,1,1,2,-1,-1,-1,3,3,3,4,3,3,-1,-1,-1,4,-1,-1,-1,1,3,-1,-1,-1,0,3,3,3,2,-1,-1,-1,3,11,4,1,1,1,1,2,1,-1,3,4,3,4,4,4,6,6,4,3,3,4,6,4,4
14,35,477,72,1,4,21,1,2,2,120,1,2,-1,-1,2,-1,-1,-1,2,2,1,2,1,2,1,2,-1,-1,-1,4,6,6,4,4,4,-1,-1,-1,4,-1,-1,-1,2,6,-1,-1,-1,0,0,4,4,2,-1,-1,-1,3,11,4,2,1,2,2,2,1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
14,35,477,72,1,4,21,1,2,2,110,1,2,-1,-1,5,-1,-1,-1,1,2,1,2,3,1,2,2,-1,-1,-1,5,4,6,4,4,5,-1,-1,-1,5,-1,-1,-1,2,0,-1,-1,-1,6,5,5,5,2,-1,-1,-1,1,5,3,2,2,1,1,2,1,-1,4,4,4,4,4,4,4,4,4,5,5,4,4,4,5
14,35,477,72,1,4,21,1,2,2,80,1,3,-1,-1,7,-1,-1,-1,0,1,0,1,3,1,1,2,501,505,5,3,4,3,3,4,3,-1,-1,-1,4,-1,-1,-1,3,6,-1,-1,-1,7,4,4,4,2,-1,-1,-1,1,4,3,1,2,2,1,2,1,-1,4,3,3,5,5,4,3,4,5,4,3,3,1,2,4
14,35,477,72,1,4,21,1,2,2,105,1,1,-1,-1,9,-1,-1,-1,2,2,1,1,3,1,4,2,-1,-1,-1,4,4,4,4,4,4,-1,-1,-1,5,-1,-1,-1,1,3,-1,-1,-1,7,2,3,3,0,-1,-1,-1,3,11,5,1,1,1,0,0,1,-1,3,5,3,3,3,4,3,3,4,3,3,4,3,3,4
11,33,6346,74,1,2,79,5,1,2,-1,1,1,-1,-1,1,-1,-1,1,2,2,2,2,6,1,4,1,-1,-1,-1,2,6,6,1,2,2,-1,-1,-1,3,10,-1,-1,1,5,-1,-1,-1,3,5,5,5,2,-1,-1,-1,1,6,4,1,4,1,1,1,1,-1,5,2,2,5,3,6,6,6,6,5,5,6,6,6,4
11,33,6346,74,1,2,79,5,1,2,445,1,2,-1,-1,3,-1,-1,-1,2,1,1,2,1,1,4,1,-1,-1,-1,5,6,6,4,4,4,-1,-1,-1,5,12,-1,-1,2,0,-1,-1,-1,11,6,4,6,2,-1,-1,-1,3,10,5,2,2,2,2,2,1,-1,3,3,3,4,3,2,3,3,3,6,6,6,6,6,3
11,33,6346,74,1,2,79,5,1,2,145,1,2,-1,-1,3,-1,-1,-1,2,2,1,2,1,2,1,1,-1,-1,-1,5,6,6,6,5,5,-1,-1,-1,4,1,-1,-1,4,0,-1,-1,-1,11,0,4,6,2,-1,-1,-1,3,10,6,2,2,2,2,2,1,-1,5,4,6,4,4,5,6,6,6,6,6,6,6,6,0
11,33,6346,74,1,2,79,5,1,2,145,1,1,-1,-1,3,-1,-1,-1,2,2,2,2,3,1,3,2,20,-1,-1,5,6,6,5,5,5,-1,-1,-1,3,-1,-1,-1,4,0,-1,-1,-1,11,4,5,6,2,-1,-1,-1,3,10,3,2,3,1,2,2,1,-1,4,4,4,4,4,4,4,4,6,6,6,6,6,6,4
11,33,6346,74,1,2,79,5,1,2,65,1,1,-1,-1,4,-1,-1,-1,2,2,2,2,6,1,4,2,-1,-1,-1,4,6,3,4,4,4,-1,-1,-1,4,-1,-1,-1,1,5,-1,-1,-1,5,3,5,5,2,-1,-1,-1,1,1,4,2,3,1,1,0,1,-1,5,4,5,5,5,5,6,6,5,5,6,4,6,4,4
11,33,6346,74,1,2,79,5,1,2,65,1,1,-1,-1,2,-1,-1,-1,2,2,2,2,6,1,3,2,615,-1,-1,4,4,4,4,4,4,-1,-1,-1,5,-1,-1,-1,1,5,-1,-1,-1,7,4,5,5,2,-1,-1,-1,1,4,5,1,4,1,1,2,1,-1,3,3,3,4,4,4,4,4,2,4,3,4,3,3,4
11,33,6346,74,1,2,79,5,1,2,85,1,0,-1,-1,3,-1,-1,-1,2,2,2,2,1,2,1,2,-1,-1,-1,5,6,6,6,5,0,-1,-1,-1,5,5,-1,-1,4,0,-1,-1,-1,11,0,5,5,2,-1,-1,-1,3,10,5,2,1,3,2,0,1,-1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
11,33,6346,74,1,2,79,5,1,2,55,1,1,-1,-1,2,-1,-1,-1,2,2,2,1,6,1,3,2,991,-1,-1,4,4,6,4,4,4,-1,-1,-1,4,28,-1,-1,1,5,18,-1,-1,5,5,5,5,2,-1,-1,-1,1,1,4,2,1,2,1,2,1,-1,4,3,4,5,4,4,6,6,4,4,6,4,6,6,4
11,33,6346,74,1,2,79,5,1,2,50,1,1,-1,-1,1,-1,-1,1,2,2,1,2,6,1,4,2,208,-1,-1,3,6,6,3,3,3,-1,-1,-1,3,-1,-1,-1,1,4,-1,-1,-1,6,5,4,4,2,-1,-1,-1,1,2,4,2,4,1,2,1,1,-1,3,2,3,3,3,3,6,6,6,3,3,6,6,1,3
11,33,6346,74,1,2,79,5,1,2,100,1,3,-1,-1,3,-1,-1,-1,2,2,1,2,1,1,2,2,-1,-1,-1,4,6,6,2,3,3,-1,-1,-1,4,-1,-1,-1,2,0,-1,-1,-1,11,3,5,6,2,-1,-1,-1,3,10,3,2,2,2,2,2,1,-1,3,2,3,4,4,4,3,3,6,6,6,6,6,6,3
11,33,6346,74,1,2,79,5,1,2,95,1,1,-1,-1,2,-1,-1,-1,1,2,1,2,3,1,4,2,-1,-1,-1,4,4,4,4,4,4,-1,-1,-1,5,-1,-1,-1,2,0,-1,-1,-1,6,5,5,5,1,27,-1,-1,1,2,5,0,4,2,2,2,1,-1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
11,33,6346,74,1,2,79,5,1,2,60,1,1,-1,-1,1,-1,-1,1,2,1,2,2,6,1,4,2,-1,-1,-1,5,5,5,5,4,5,-1,-1,-1,3,-1,-1,-1,1,5,2,-1,-1,5,5,5,5,2,-1,-1,-1,1,1,5,2,2,1,0,1,1,-1,5,4,4,6,6,4,6,6,6,6,5,4,1,3,4
11,33,6346,74,1,2,79,5,1,2,175,1,2,-1,-1,3,-1,-1,-1,2,2,1,2,1,2,0,2,-1,-1,-1,0,0,0,0,4,0,-1,-1,-1,3,-1,-1,-1,2,0,-1,-1,-1,11,0,0,0,0,-1,-1,-1,0,99,0,0,0,0,0,0,1,-1,3,0,4,4,5,4,6,6,6,6,6,6,6,6,3
11,33,6346,74,1,2,79,5,1,2,95,1,3,-1,-1,3,-1,-1,-1,2,1,1,2,4,1,4,2,993,-1,-1,5,3,3,3,4,4,-1,-1,-1,5,21,24,-1,1,5,10,-1,-1,11,5,5,5,2,-1,-1,-1,3,10,6,2,3,1,2,1,1,-1,5,5,4,5,4,4,3,3,5,2,3,3,2,3,5
11,33,6325,83,1,2,80,5,1,1,131,1,1,-1,-1,2,-1,-1,-1,2,2,1,1,6,1,4,1,34,507,506,3,3,3,3,2,3,-1,-1,-1,5,5,-1,-1,1,5,-1,-1,-1,7,3,5,5,2,-1,-1,-1,1,4,5,1,4,1,1,2,1,-1,4,4,4,4,4,3,6,6,4,4,2,6,2,4,4
11,33,6325,83,1,2,80,5,1,1,71,1,1,-1,-1,1,-1,-1,1,2,1,2,1,6,1,4,2,205,702,-1,5,6,6,4,4,4,-1,-1,-1,5,21,-1,-1,1,5,-1,-1,-1,14,1,3,5,2,-1,-1,-1,2,10,6,1,4,1,2,2,1,-1,5,3,3,4,3,5,6,6,4,5,3,6,2,6,3
11,33,6325,83,1,2,80,5,1,1,112,1,3,-1,-1,3,-1,-1,-1,2,2,1,2,3,1,2,2,103,-1,-1,4,4,4,4,4,4,-1,-1,-1,4,5,-1,-1,2,0,-1,-1,-1,11,3,4,4,2,-1,-1,-1,3,11,4,2,2,2,2,2,1,-1,6,2,3,3,3,3,3,0,2,6,6,3,6,3,3
11,33,6325,83,1,2,80,5,1,1,66,1,1,-1,-1,1,-1,-1,1,2,2,2,1,5,1,4,2,609,-1,-1,4,4,4,4,4,4,-1,-1,-1,5,36,-1,-1,2,0,-1,-1,-1,3,5,5,5,2,-1,-1,-1,1,6,4,1,4,2,2,1,1,-1,5,4,4,4,3,4,3,3,4,4,3,4,3,3,4
11,33,6325,83,1,2,80,5,1,1,56,1,1,-1,-1,5,-1,-1,-1,2,2,2,1,5,1,2,2,-1,-1,-1,5,5,5,5,5,5,-1,-1,-1,5,12,-1,-1,1,5,1,-1,-1,5,5,5,5,2,-1,-1,-1,1,1,2,1,2,2,2,2,1,-1,5,5,5,5,5,5,5,5,5,4,4,5,6,3,5
11,33,6325,83,1,2,80,5,1,1,61,1,1,-1,-1,5,-1,-1,-1,2,1,2,1,4,1,1,2,-1,-1,-1,4,6,6,4,4,4,-1,-1,-1,5,-1,-1,-1,1,5,1,2,-1,7,4,4,4,2,-1,-1,-1,1,90,0,0,0,0,0,0,1,-1,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4
11,33,6325,83,1,2,80,5,1,1,66,1,1,-1,-1,3,-1,-1,-1,2,1,1,1,6,1,1,2,-1,-1,-1,5,6,5,5,5,5,-1,-1,-1,5,6,-1,-1,4,0,-1,-1,-1,11,5,5,5,2,-1,-1,-1,3,10,4,1,4,2,0,2,1,-1,4,4,4,5,5,5,6,6,4,4,4,6,4,4,4
11,33,6325,83,1,2,80,5,1,1,111,1,2,-1,-1,7,-1,-1,-1,2,2,2,1,1,2,1,2,202,704,-1,4,6,6,4,5,4,-1,-1,-1,4,1,-1,-1,4,0,-1,-1,-1,7,6,5,5,2,-1,-1,-1,3,16,4,2,5,2,2,2,1,-1,3,3,2,5,5,5,4,5,5,6,6,6,6,6,4
11,33,6325,83,1,2,80,5,1,1,171,1,3,-1,-1,3,-1,-1,-1,2,2,2,1,1,2,1,2,102,404,-1,6,6,6,6,4,4,-1,-1,-1,3,29,-1,-1,1,5,1,-1,-1,11,3,5,3,1,1,-1,-1,3,10,0,2,0,3,2,2,1,-1,5,6,3,4,4,4,3,3,4,4,6,6,6,6,3
11,33,6325,83,1,2,80,5,1,1,71,1,1,-1,-1,2,-1,-1,-1,2,1,2,2,4,1,4,2,-1,-1,-1,4,4,2,3,3,3,-1,-1,-1,4,-1,-1,-1,1,5,-1,-1,-1,9,4,4,4,2,-1,-1,-1,2,91,6,0,1,2,2,2,1,-1,4,3,3,3,3,3,6,6,6,3,3,4,6,2,4
11,33,6325,83,1,2,80,5,1,1,101,1,1,-1,-1,7,-1,-1,-1,1,2,1,1,5,1,4,2,103,1,505,5,6,0,6,3,4,-1,-1,-1,5,24,6,-1,1,3,11,-1,-1,5,4,5,4,1,17,-1,-1,1,1,5,1,0,2,2,2,1,-1,5,6,6,4,4,4,6,6,4,4,4,6,4,6,4
11,33,6325,83,1,2,80,5,1,1,54,1,1,-1,-1,5,-1,-1,-1,2,2,1,2,6,1,3,2,34,20,-1,4,4,6,3,3,4,-1,-1,-1,5,1,-1,-1,1,5,1,-1,-1,5,5,5,4,2,-1,-1,-1,1,1,4,2,4,2,2,1,1,-1,5,3,4,4,4,4,6,6,6,2,2,3,4,6,4
11,33,6325,83,1,2,80,5,1,1,86,1,1,-1,-1,1,-1,-1,4,1,2,1,2,6,1,3,2,-1,-1,-1,5,5,5,5,4,5,-1,-1,-1,4,-1,-1,-1,1,5,1,11,-1,6,5,5,5,2,-1,-1,-1,1,9,4,1,3,2,2,2,1,-1,5,4,4,4,4,4,6,6,3,4,3,4,6,4,4
11,33,6325,83,1,2,80,5,1,1,71,1,1,-1,-1,2,-1,-1,-1,2,1,2,2,4,1,4,2,-1,-1,-1,5,5,5,5,5,5,-1,-1,-1,5,-1,-1,-1,2,5,1,-1,-1,6,5,5,5,2,-1,-1,-1,1,2,6,2,4,3,2,2,1,-1,4,4,3,4,4,5,6,6,5,5,6,3,6,2,4
9,25,459,59,6,3,99,6,3,3,215,1,5,-1,-1,9,-1,-1,-1,1,2,2,1,1,1,3,1,506,-1,-1,4,4,4,6,4,4,-1,-1,-1,4,-1,-1,-1,1,5,2,-1,-1,1,5,5,5,2,-1,-1,-1,3,15,4,1,1,2,2,2,1,-1,4,6,6,5,5,5,6,6,4,5,6,5,6,4,5
9,25,459,59,6,3,99,6,3,3,452,1,2,-1,-1,3,-1,-1,-1,2,1,1,2,1,2,1,1,-1,-1,-1,5,6,6,4,5,5,-1,-1,-1,5,1,2,-1,2,0,-1,-1,-1,11,5,5,6,2,-1,-1,-1,3,10,6,1,1,2,2,2,1,-1,5,4,5,5,5,5,5,5,6,6,6,6,6,6,5
9,25,459,59,6,3,99,6,3,3,406,1,12,-1,-1,9,-1,-1,-1,1,2,1,1,4,1,2,1,202,309,-1,5,4,5,3,4,4,203,-1,-1,4,9,-1,-1,2,0,-1,-1,-1,13,2,4,5,1,1,-1,-1,2,10,3,1,2,2,1,1,1,-1,4,3,3,5,5,4,6,6,5,5,5,5,5,4,4
9,25,459,59,6,3,99,6,3,3,120,1,2,-1,-1,6,-1,-1,-1,2,2,2,1,5,1,2,2,-1,-1,-1,5,4,6,6,6,4,-1,-1,-1,5,-1,-1,-1,1,5,-1,-1,-1,5,0,4,3,2,-1,-1,-1,1,1,4,1,2,1,1,1,1,-1,5,4,3,3,4,4,4,4,4,6,6,3,6,6,4
9,25,459,59,6,3,99,6,3,3,290,1,2,-1,-1,9,-1,-1,-1,1,2,1,2,2,1,4,2,102,-1,-1,5,6,6,5,5,5,1,-1,-1,5,6,-1,-1,2,0,-1,-1,-1,7,4,4,4,2,-1,-1,-1,1,4,4,2,0,2,1,2,1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9,25,459,59,6,3,99,6,3,3,170,1,2,-1,-1,6,-1,-1,-1,1,1,1,2,1,2,1,2,34,-1,-1,4,4,6,4,5,4,-1,-1,-1,5,-1,-1,-1,2,0,-1,-1,-1,5,4,0,0,0,-1,-1,-1,0,99,0,0,0,0,0,0,1,-1,3,3,3,3,3,3,0,0,6,6,6,4,6,6,4
9,25,459,59,6,3,99,6,3,3,155,1,2,-1,-1,2,-1,-1,-1,1,1,2,1,1,1,4,2,-1,-1,-1,4,6,6,5,4,4,-1,-1,-1,4,-1,-1,-1,2,0,-1,-1,-1,14,3,5,5,2,-1,-1,-1,2,10,3,2,2,2,0,0,1,-1,2,6,4,5,5,5,6,6,5,5,6,6,6,6,4
9,25,459,59,6,3,99,6,3,3,95,1,1,-1,-1,2,-1,-1,-1,1,0,1,1,4,1,4,2,501,10,-1,4,4,4,4,4,4,-1,-1,-1,5,-1,-1,-1,3,0,8,-1,-1,1,4,3,3,2,-1,-1,-1,1,3,4,1,4,2,2,2,1,-1,5,4,4,4,3,3,3,3,2,3,2,3,2,2,4
9,25,926,32,6,4,99,6,3,3,300,1,2,-1,-1,9,-1,-1,-1,1,2,2,1,3,1,4,1,-1,-1,-1,5,5,5,6,5,5,-1,-1,-1,3,5,-1,-1,3,0,-1,-1,-1,9,5,5,3,2,-1,-1,-1,1,7,7,1,0,2,2,2,1,-1,6,5,5,5,5,5,6,6,5,5,5,5,6,5,5
9,25,926,32,6,4,99,6,3,3,300,1,2,-1,-1,6,-1,-1,-1,2,2,2,1,1,1,1,1,313,316,-1,4,4,6,6,4,4,-1,-1,-1,3,24,-1,-1,1,4,1,2,-1,5,1,5,5,2,-1,-1,-1,3,15,7,1,1,2,1,2,1,-1,6,4,6,4,4,4,6,6,4,6,6,6,6,6,4
9,25,926,32,6,4,99,6,3,3,150,1,6,-1,-1,4,-1,-1,-1,1,1,1,1,2,1,4,2,2,-1,-1,5,6,0,5,5,5,-1,-1,-1,5,-1,-1,-1,2,0,-1,-1,-1,5,5,5,5,2,-1,-1,-1,3,15,4,2,1,2,2,2,1,-1,6,2,2,4,4,4,4,4,4,0,0,0,0,0,4
9,25,926,32,6,4,99,6,3,3,180,1,5,-1,-1,9,-1,-1,-1,1,1,2,1,2,1,2,2,-1,-1,-1,4,5,4,6,4,4,-1,-1,-1,5,-1,-1,-1,2,0,-1,-1,-1,5,5,5,5,2,-1,-1,-1,3,15,5,2,0,2,2,2,1,-1,6,6,6,5,5,5,6,6,5,5,6,5,6,5,5
9,25,926,32,6,4,99,6,3,3,120,1,1,-1,-1,2,-1,-1,-1,1,0,1,1,5,1,2,2,-1,-1,-1,4,4,4,4,4,4,-1,-1,-1,5,-1,-1,-1,1,4,1,-1,-1,7,3,5,5,2,-1,-1,-1,1,4,6,1,4,2,1,2,1,-1,5,4,3,4,4,4,4,4,4,5,5,4,4,4,4
9,25,926,32,6,4,99,6,3,3,160,1,3,-1,-1,2,-1,-1,-1,1,0,0,0,3,1,4,2,410,-1,-1,4,4,6,4,5,4,-1,-1,-1,5,-1,-1,-1,1,5,1,-1,-1,5,5,5,0,2,-1,-1,-1,1,1,5,1,2,2,2,2,1,-1,3,3,3,3,4,3,3,3,2,4,3,3,3,3,3
9,25,926,32,6,4,99,6,3,3,180,1,3,-1,-1,3,-1,-1,-1,2,1,1,1,1,1,2,2,-1,-1,-1,5,0,0,0,5,5,-1,-1,-1,5,-1,-1,-1,4,0,-1,-1,-1,11,0,5,0,2,-1,-1,-1,3,10,6,2,2,2,2,2,1,-1,5,4,4,5,5,5,0,0,5,0,0,0,0,0,5
9,25,926,32,6,4,99,6,3,3,120,1,2,-1,-1,2,-1,-1,-1,1,1,2,2,1,1,4,2,-1,-1,-1,4,6,6,6,3,3,-1,-1,-1,4,4,-1,-1,1,5,1,-1,-1,1,1,5,5,1,5,-1,-1,3,15,6,1,2,2,2,2,1,-1,6,6,3,3,3,3,3,3,6,2,6,6,6,6,3
9,25,926,32,6,4,99,6,3,3,210,1,2,-1,-1,2,-1,-1,-1,0,1,1,1,1,1,1,2,-1,-1,-1,4,6,3,3,4,4,-1,-1,-1,4,-1,-1,-1,1,2,15,-1,-1,5,3,4,4,2,-1,-1,-1,3,15,7,1,0,2,2,2,1,-1,6,0,2,4,4,4,3,3,2,4,6,6,6,3,4
9,25,926,32,6,4,99,6,3,3,120,1,1,-1,-1,6,-1,-1,-1,2,1,2,1,1,2,1,2,999,-1,-1,5,6,6,6,4,4,-1,-1,-1,5,35,-1,-1,2,6,-1,-1,-1,5,5,5,5,2,-1,-1,-1,3,15,3,1,1,2,2,2,1,-1,5,6,6,5,6,5,6,6,5,6,6,6,6,6,5
9,25,926,32,6,4,99,6,3,3,300,1,0,-1,-1,3,-1,-1,-1,0,1,1,1,2,1,1,2,704,-1,-1,4,6,6,3,4,4,-1,-1,-1,4,-1,-1,-1,2,0,-1,-1,-1,11,4,4,4,2,-1,-1,-1,3,15,3,2,5,2,2,2,1,-1,3,3,2,4,3,4,3,3,4,6,6,6,6,6,4
8,33,6503,30,1,1,77,5,3,2,53,1,1,-1,-1,3,-1,-1,-1,2,1,1,2,3,1,4,1,402,404,7,4,6,6,4,4,4,-1,-1,-1,4,-1,-1,-1,4,0,-1,-1,-1,11,4,5,6,2,-1,-1,-1,3,10,5,2,2,2,2,2,1,-1,4,4,4,4,4,4,6,6,6,6,6,6,6,6,4
8,33,6503,30,1,1,77,5,3,2,83,1,1,-1,-1,3,-1,-1,-1,2,2,1,2,3,1,4,1,12,11,203,5,6,6,5,5,5,-1,-1,-1,5,7,-1,-1,4,0,-1,-1,-1,11,3,5,6,2,-1,-1,-1,3,10,4,1,2,3,2,1,1,-1,5,4,6,4,6,5,6,6,4,6,6,6,6,6,3
