1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
9,34,86,93,9,3,98,G,3,3,130,1,3,,,2,,,,1,2,2,2,2,1,4,1,,,,5,6,6,6,4,5,,,,3,12,,,2,0,,,,15,4,5,5,2,,,,3,19,6,2,5,3,2,2,1,0.725279,4,5,5,5,5,5,6,6,6,6,6,6,6,6,5
9,34,86,93,9,3,98,G,3,3,130,1,1,,,4,,,,1,1,2,2,1,2,1,2,202,706,,4,6,6,6,4,4,,,,5,4,,,1,3,,,,0,2,4,4,2,,,,3,19,5,1,4,1,2,2,1,0.725279,2,2,2,3,3,2,2,2,6,1,6,6,6,6,3
9,34,86,93,9,3,98,G,3,3,730,1,3,,,3,,,,1,1,1,2,2,1,2,2,,,,5,0,0,0,0,0,,,,5,,,,1,5,,,,11,5,5,5,1,24,,,3,19,7,2,1,2,2,2,1,0.725279,5,4,4,5,5,5,4,4,4,5,5,5,6,6,5
12,7,311,88,1,3,12,A,1,1,135,1,2,,,2,,,,2,0,1,1,2,1,4,2,999,,,5,6,6,5,5,5,,,,4,,,,1,5,1,,,5,5,5,5,2,,,,1,1,6,2,2,2,2,2,1,0.40402,3,3,3,4,3,4,6,6,4,3,6,6,6,6,4
9,34,86,93,9,3,98,G,3,3,70,1,1,,,1,,,3,2,2,2,1,4,1,4,2,505,205,21,5,6,6,3,2,3,,,,4,,,,2,6,,,,7,5,5,5,2,,,,1,90,0,1,0,0,1,2,1,0.725279,3,2,3,4,3,3,3,3,2,5,4,3,4,3,4
12,7,311,88,1,3,12,A,1,1,60,1,1,,,5,,,,2,2,2,1,3,1,3,2,993,,,4,6,6,6,3,4,,,,5,1,,,1,5,2,,,5,1,4,5,2,,,,1,1,3,2,2,2,0,1,1,0.40402,5,4,4,3,4,4,4,4,3,3,6,6,6,6,4
9,34,86,93,9,3,98,G,3,3,70,1,3,,,2,,,,1,1,2,1,4,1,4,2,202,704,,3,6,6,3,3,3,,,,4,,,,1,5,1,,,5,2,5,5,2,,,,1,6,2,2,0,2,1,2,1,0.725279,4,4,4,4,4,4,3,3,3,3,2,6,3,6,4
9,34,86,93,9,3,98,G,3,3,250,1,5,,,2,,,,1,2,2,2,2,1,1,2,,,,4,4,4,4,4,4,,,,4,,,,1,3,,,,5,1,4,4,2,,,,3,19,3,2,3,3,1,2,1,0.725279,6,6,6,6,6,4,4,4,6,4,6,0,6,6,4
12,7,311,88,1,3,12,A,1,1,60,1,1,,,9,,,,2,1,2,2,3,1,4,2,,,,4,4,4,4,4,4,,,,5,,,,1,5,,,,5,3,4,5,2,,,,3,10,5,1,4,1,1,2,1,0.40402,4,4,4,4,4,4,4,4,4,4,6,4,6,0,4
9,34,86,93,9,3,98,G,3,3,160,1,2,,,3,,,,2,1,1,1,2,1,1,2,202,,,6,6,6,6,6,6,,,,5,4,1,2,2,0,,,,11,5,5,5,2,,,,3,19,3,1,5,2,2,2,1,0.725279,5,5,4,5,5,5,3,3,5,6,6,5,6,6,5
12,7,311,88,1,3,12,A,1,1,75,1,1,,,1,,,2,1,2,2,2,4,1,4,2,,,,4,5,6,5,3,4,,,,5,,,,2,0,,,,5,5,5,5,2,,,,1,1,4,2,0,2,2,1,1,0.40402,4,4,4,3,3,3,3,3,4,4,4,5,6,3,4
12,7,311,88,1,3,12,A,1,1,75,1,1,,,4,,,,2,2,2,1,2,1,2,2,,,,4,5,5,3,4,4,,,,5,,,,1,5,,,,6,5,4,5,2,,,,1,2,3,1,2,1,0,0,1,0.40402,3,3,3,3,4,4,4,4,5,3,2,4,6,4,4
9,34,86,93,9,3,98,G,3,3,340,1,4,,,3,,,,1,1,1,1,2,1,1,2,102,104,,5,6,6,4,4,4,,,,3,30,,,1,5,2,,,11,6,5,5,2,,,,3,19,3,2,1,2,2,2,1,0.725279,4,3,4,4,4,4,3,0,5,6,6,6,6,6,4
12,7,311,88,1,3,12,A,1,1,75,1,1,,,2,,,,1,2,1,2,4,1,4,2,507,,,5,6,6,5,4,4,,,,5,,,,2,5,2,,,5,5,5,5,2,,,,1,1,4,2,4,1,2,1,1,0.40402,6,4,4,4,5,5,6,6,1,5,3,4,6,6,4
9,34,86,93,9,3,98,G,3,3,160,1,3,,,2,,,,1,2,2,1,1,2,1,2,,,,5,6,6,6,5,5,,,,4,,,,3,0,,,,7,5,5,5,2,,,,1,4,3,2,2,2,1,0,1,0.725279,5,6,4,5,5,5,5,5,5,5,5,6,6,6,5
12,7,311,88,1,3,12,A,1,1,75,1,1,,,5,,,,2,2,1,1,3,1,2,2,999,,,3,3,2,3,3,3,,,,5,5,,,2,0,,,,5,3,4,3,2,,,,1,1,3,2,4,2,2,1,1,0.40402,5,4,4,4,4,3,6,6,3,4,3,6,6,2,4
9,34,86,93,9,3,98,G,3,3,N,1,3,,,2,,,,1,1,1,1,3,1,2,2,,,,4,5,4,4,3,4,,,,5,,,,2,0,,,,7,3,5,5,2,,,,1,4,3,2,4,1,1,2,1,0.725279,3,3,3,3,5,4,4,4,4,4,4,4,4,4,4
12,7,311,88,1,3,12,A,1,1,120,1,2,,,1,,,2,1,0,0,0,3,1,4,2,,,,4,4,4,4,3,4,,,,4,16,,,2,0,,,,0,4,4,4,2,,,,3,10,2,1,2,1,2,1,1,0.40402,4,4,4,4,4,4,4,4,4,3,4,4,0,4,4
12,7,311,88,1,3,12,A,1,1,105,1,2,,,6,,,,1,2,2,2,1,2,1,2,,,,5,5,6,6,2,5,,,,4,,,,2,0,,,,5,4,4,4,1,,,,3,16,3,2,2,2,2,2,3,0.40402,5,6,6,4,5,3,4,4,6,5,6,5,6,6,4
12,7,311,88,1,3,12,A,1,1,105,1,2,,,6,,,,2,1,2,1,1,2,1,2,,,,4,4,0,6,4,3,,,,2,,,,3,0,,,,5,4,4,4,2,,,,3,16,3,1,0,1,2,3,3,0.40402,6,6,4,4,4,2,6,6,3,0,0,0,0,0,0
13,29,1279,50,1,4,31,B,1,1,70,1,3,,,7,,,,2,2,2,3,2,1,4,1,999,,,5,5,5,5,5,5,,,,5,21,6,,2,0,,,,3,4,5,5,1,6,,,3,10,3,1,1,2,2,2,1,0.85,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
13,29,1279,50,1,4,31,B,1,1,140,1,2,,,4,,,,1,2,2,2,2,1,2,1,202,5,,5,5,5,5,5,5,1,,,5,6,40,,2,0,,,,6,5,5,5,2,,,,1,2,4,2,4,2,1,1,1,0.85,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
13,29,1279,50,1,4,31,B,1,1,120,1,1,,,1,,,1,2,2,2,1,6,1,2,1,506,504,,4,6,6,6,3,3,1,,,5,6,,,1,4,1,,,5,4,5,5,2,,,,1,1,3,1,4,3,2,1,1,0.85,6,6,6,5,5,5,6,6,3,3,3,6,6,6,3
13,29,1279,50,1,4,31,B,1,1,155,1,2,,,5,,,,1,2,1,2,1,2,1,1,210,,,3,6,6,3,3,3,,,,3,5,,,2,0,,,,5,5,4,4,1,6,,,3,11,2,2,1,2,2,2,1,0.85,4,1,3,5,6,3,3,3,6,5,6,6,6,6,3
13,29,1279,50,1,4,31,B,1,1,N,1,2,,,1,,,4,1,0,1,2,3,1,4,2,203,,,4,4,4,4,4,4,,,,4,5,,,3,0,,,,9,3,4,4,1,11,,,1,7,6,2,3,2,0,1,1,0.85,4,3,3,3,4,4,3,3,3,4,4,3,3,4,4
13,29,1279,50,1,4,31,B,1,1,80,1,2,,,4,,,,1,1,1,0,2,1,2,2,,,,4,4,4,4,4,4,,,,5,,,,2,0,,,,5,2,3,4,1,6,,,1,1,3,2,2,2,2,2,1,0.85,3,3,3,3,5,5,4,4,6,5,6,6,6,6,4
13,29,1279,50,1,4,31,B,1,1,110,1,1,,,4,,,,0,1,0,0,2,1,1,2,,,,5,6,6,6,4,5,,,,4,,,,0,0,,,,5,5,4,4,2,,,,3,99,3,2,2,2,2,2,1,0.85,3,3,3,4,3,6,6,4,3,6,6,6,6,4,4
13,29,1279,50,1,4,31,B,1,1,140,1,3,,,2,,,,0,1,0,1,3,1,4,2,999,,,5,5,3,3,5,5,,,,5,4,2,,2,0,,,,0,3,5,5,1,6,,,3,10,5,2,4,3,3,3,1,0.85,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5
13,29,1279,50,1,4,31,B,1,1,95,1,1,3,,5,,,,1,2,1,1,6,1,4,2,505,,,5,6,6,5,5,5,,,,5,7,,,2,0,,,,6,5,5,2,2,,,,1,2,4,2,4,1,1,1,1,0.85,4,4,3,5,5,5,5,5,5,5,4,6,6,6,5
13,29,1279,50,1,4,31,B,1,1,155,1,1,,,2,,,,2,2,1,1,3,1,4,2,,,,4,6,6,4,5,4,,,,5,,,,1,5,2,,,6,4,5,5,2,,,,1,2,5,2,4,2,2,2,1,0.85,3,4,4,4,4,4,4,4,4,5,5,6,5,6,4
13,29,1279,50,1,4,31,B,1,1,125,1,2,,,6,,,,1,0,0,1,3,1,2,2,,,,5,5,5,5,5,5,,,,4,8,,,2,0,,,,5,4,5,5,2,,,,1,1,3,2,2,2,0,1,1,0.85,3,2,4,5,4,5,0,6,5,5,6,4,6,6,0
13,29,1279,50,1,4,31,B,1,1,125,1,2,,,2,,,,1,1,1,1,3,1,4,2,,,,4,6,5,5,5,5,,,,5,,,,2,0,,,,5,5,5,5,1,6,,,1,1,6,2,2,2,2,2,1,0.85,5,5,5,5,5,5,5,5,5,4,4,6,6,6,5
13,29,945,72,1,4,27,B,1,1,N,1,3,,,4,,,,1,1,1,2,3,1,4,2,,,,4,0,0,4,4,4,,,,5,,,,0,0,,,,6,5,5,3,0,,,,1,2,5,2,0,2,2,1,1,0.85,5,3,3,5,4,5,6,6,0,4,4,0,0,0,4
13,29,945,72,1,4,27,B,1,1,135,1,3,,,6,,,,0,0,1,0,3,1,4,2,,,,4,4,4,4,4,4,,,,4,12,,,1,5,1,,,6,5,5,4,2,,,,1,1,2,2,0,2,1,2,1,0.85,5,3,3,5,4,5,3,3,4,3,3,5,5,4,4
13,29,945,72,1,4,27,B,1,1,255,1,3,,,1,,,1,2,2,2,1,1,1,4,2,,,,5,5,6,4,4,5,,,,5,3,4,,2,0,,,,1,5,5,2,2,,,,1,3,6,1,3,2,1,1,1,0.85,6,3,3,4,5,5,6,6,6,5,4,4,6,6,4
13,29,945,72,1,4,27,B,1,1,70,1,2,,,2,,,,2,1,2,1,2,1,3,2,202,8,505,4,5,6,3,3,4,,,,4,,,,1,5,2,,,5,3,4,4,2,,,,1,1,3,2,0,2,2,2,1,0.85,3,3,3,4,4,3,3,3,4,3,3,4,6,6,4
13,29,945,72,1,4,27,B,1,1,165,1,2,,,9,,,,1,1,1,1,1,2,1,2,,,,3,3,3,3,3,3,,,,4,,,,2,0,,,,5,3,5,5,2,,,,3,12,3,2,3,2,2,2,1,0.85,3,3,4,3,4,4,3,3,4,4,6,4,6,5,4
13,29,945,72,1,4,27,B,1,1,150,1,3,,,13,,,,1,2,1,1,3,1,2,2,,,,5,6,6,4,5,5,,,,5,,,,1,3,,,,9,4,4,4,2,,,,1,7,5,2,1,2,2,2,1,0.85,4,4,4,4,4,3,3,3,4,3,6,6,6,6,4
13,29,945,72,1,4,27,B,1,1,85,1,3,,,2,,,,1,1,0,0,2,1,4,2,,,,4,6,6,0,4,5,,,,4,,,,1,5,2,,,6,5,5,0,2,,,,3,10,6,2,0,2,2,2,1,0.85,6,6,4,5,5,6,6,6,6,6,6,6,6,6,4
13,29,945,72,1,4,27,B,1,1,95,1,3,,,2,,,,1,2,2,1,1,1,3,2,999,,,4,6,6,3,3,4,,,,4,,,,2,0,,,,6,5,5,0,2,,,,3,11,5,2,2,2,1,2,1,0.85,6,4,4,5,5,5,6,6,5,6,6,6,6,6,4
13,29,945,72,1,4,27,B,1,1,135,1,3,,,3,,,,2,1,1,1,1,2,1,2,,,,5,5,5,5,5,5,,,,4,,,,2,0,,,,11,0,4,4,1,6,,,3,12,5,2,4,2,2,2,1,0.85,4,4,4,4,4,4,4,5,4,6,6,6,6,4,4
13,29,945,72,1,4,27,B,1,1,105,1,3,,,1,,,4,1,2,1,2,2,1,1,2,,,,5,6,6,5,4,4,,,,4,,,,2,0,,,,1,4,4,5,2,,,,1,3,3,1,3,2,2,1,1,0.85,5,4,5,3,4,5,5,5,6,4,6,6,5,6,4
13,29,945,72,1,4,27,B,1,1,105,1,3,,,1,,,4,1,2,1,2,1,1,1,2,,,,5,6,6,5,6,5,,,,4,,,,2,0,,,,1,3,5,5,2,,,,1,3,3,2,3,3,2,1,1,0.85,3,3,3,5,4,4,4,4,4,5,5,6,5,6,4
13,29,945,72,1,4,27,B,1,1,165,1,2,,,1,,,3,1,1,1,1,3,1,4,2,802,803,,5,6,6,5,5,5,,,,5,6,,,1,5,1,,,7,5,5,4,2,,,,1,4,4,2,4,2,1,0,1,0.85,5,4,4,3,3,4,6,6,5,2,3,6,4,6,4
13,29,945,72,1,4,27,B,1,1,70,1,3,,,2,,,,2,2,2,1,1,1,1,2,617,605,,5,6,6,5,5,5,,,,4,22,,,2,0,,,,1,4,5,5,2,,,,3,10,3,2,1,2,1,1,1,0.85,3,3,4,5,5,5,5,5,5,4,4,6,6,6,4
16,21,434,11,2,3,12,A,1,2,95,1,4,,,1,,,4,1,1,2,1,2,1,4,1,,,,4,6,6,4,3,4,,,,5,5,,,2,0,,,,2,3,3,4,2,,,,1,5,5,1,4,1,2,1,1,0.283644,3,3,3,4,4,4,6,6,3,2,6,6,6,6,3
16,21,434,11,2,3,12,A,1,2,80,1,2,,,2,,,,2,2,1,2,2,1,4,1,,,,4,6,6,3,3,3,,,,4,5,,,1,5,,,,2,4,4,4,2,,,,1,5,6,0,4,2,2,2,1,0.283644,3,4,3,4,4,3,6,6,6,4,4,6,3,6,4
16,21,434,11,2,3,12,A,1,2,140,1,1,,,9,,,,2,1,2,2,2,1,2,1,,,,5,4,4,6,4,4,,,,5,5,,,2,0,,,,5,4,4,4,2,,,,3,12,5,1,4,2,2,2,1,0.283644,6,6,3,4,4,4,6,6,6,4,6,4,6,4,4
16,21,434,11,2,3,12,A,1,2,90,1,1,,,7,,,,1,2,2,2,5,1,4,2,19,,,5,6,6,4,4,4,,,,5,6,,,1,5,,,,1,5,5,5,2,,,,1,3,5,2,0,2,2,1,1,0.283644,5,3,3,4,4,2,2,4,4,3,5,3,6,4,4
16,21,434,11,2,3,12,A,1,2,110,1,2,,,13,,,,2,2,1,2,4,1,4,2,,,,4,6,6,4,5,5,,,,5,,,,2,0,,,,3,5,3,4,2,,,,1,90,6,1,4,2,2,1,1,0.283644,5,5,3,5,5,5,0,6,6,5,5,6,5,6,0
16,21,434,11,2,3,12,A,1,2,110,1,2,,,9,,,,1,0,0,0,1,2,1,2,,,,5,5,5,5,5,5,,,,5,,,,0,5,,,,5,0,5,5,0,,,,3,12,6,1,3,2,2,2,1,0.283644,5,4,6,5,5,4,4,4,4,6,4,6,4,4,5
16,21,434,11,2,3,12,A,1,2,70,1,1,,,2,,,,2,2,2,1,3,1,4,2,102,,,3,6,6,6,4,3,,,,3,,,,2,0,,,,1,3,1,2,1,9,,,1,3,5,1,3,2,2,1,1,0.283644,3,2,3,3,3,3,4,4,3,1,3,6,3,6,3
16,21,434,11,2,3,12,A,1,2,80,1,2,,,7,,,,1,1,1,2,2,1,2,2,210,,,3,6,6,2,2,3,,,,5,,,,2,0,,,,5,3,5,5,2,,,,3,12,3,2,4,3,2,2,1,0.283644,4,2,3,5,5,4,3,3,2,6,6,6,6,6,3
16,21,434,11,2,3,12,A,1,2,55,1,2,,,1,,,4,1,2,2,2,1,2,1,2,999,,,5,5,6,6,5,5,,,,4,5,,,2,0,,,,2,4,4,4,2,,,,1,5,3,2,0,2,2,0,1,0.283644,4,4,4,5,5,5,5,5,4,5,5,4,6,6,5
16,21,888,46,1,4,11,A,1,1,113,1,2,,,2,,,,1,2,1,2,1,1,4,1,208,,,5,6,6,6,3,4,,,,3,29,,,2,0,,,,7,4,5,5,2,,,,1,4,4,2,2,2,1,1,1,0.283644,6,3,5,5,5,5,6,6,6,5,6,6,6,6,5
16,21,888,46,1,4,11,A,1,1,N,1,2,,,8,,,,2,2,2,2,1,2,4,2,,,,5,5,5,5,5,5,,,,5,,,,0,0,,,,6,4,4,4,2,,,,3,12,2,1,1,2,2,2,1,0.283644,5,5,5,5,5,5,5,5,5,3,6,5,6,1,5
16,21,888,46,1,4,11,A,1,1,53,1,1,,,2,,,,2,2,2,2,4,1,4,2,,,,4,6,3,3,3,3,,,,4,24,1,,2,0,,,,6,4,5,5,2,,,,1,2,7,1,0,2,2,2,1,0.283644,4,4,4,3,3,3,6,3,6,3,6,6,6,6,4
16,21,888,46,1,4,11,A,1,1,N,1,2,,,8,,,,1,2,2,1,1,2,1,2,,,,5,5,6,6,5,5,,,,5,,,,3,0,,,,5,5,5,5,2,,,,3,99,2,2,0,0,2,2,1,0.283644,3,3,3,3,4,4,4,4,5,5,6,6,6,6,5
16,21,888,46,1,4,11,A,1,1,83,1,2,,,7,,,,1,2,1,1,1,2,1,2,,,,5,5,5,4,5,5,,,,4,,,,2,0,,,,7,4,4,4,2,,,,3,11,3,1,3,2,2,2,1,0.283644,3,3,2,5,5,4,4,4,5,0,0,0,0,0,4
16,21,888,46,1,4,11,A,1,1,63,1,6,,,1,,,4,2,1,1,1,3,1,4,2,202,,,4,6,6,4,4,4,,,,5,6,,,2,0,,,,7,5,5,5,2,,,,1,5,3,2,0,2,1,2,1,0.283644,6,3,4,4,5,4,6,6,4,4,6,6,4,6,4
16,21,888,46,1,4,11,A,1,1,113,1,2,,,1,,,2,2,2,2,3,1,2,4,2,,,,5,5,5,5,5,5,,,,5,,,,2,0,,,,5,3,4,5,2,,,,1,1,3,1,4,2,2,2,1,0.283644,5,3,3,5,5,5,6,6,4,3,3,4,4,6,4
16,21,888,46,1,4,11,A,1,1,38,1,2,,,2,,,,2,2,2,2,2,1,4,2,,,,4,4,4,5,3,4,,,,3,,,,4,0,,,,1,5,4,5,2,,,,1,3,2,2,4,3,2,1,1,0.283644,5,4,5,3,3,5,5,5,4,4,5,5,3,3,4
16,21,888,46,1,4,11,A,1,1,98,1,2,,,9,,,,1,2,2,1,1,2,0,2,,,,5,5,5,5,5,5,,,,4,,,,2,0,,,,5,4,4,4,2,,,,3,16,5,1,0,3,2,2,1,0.283644,4,4,5,5,5,4,3,3,5,4,4,4,4,4,4
16,21,888,46,1,4,11,A,1,1,53,1,2,,,5,,,,1,2,2,1,2,1,4,2,,,,4,4,4,4,4,4,,,,5,21,,,1,3,1,,,6,0,5,5,2,,,,1,2,3,1,3,2,2,2,1,0.283644,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
16,21,888,46,1,4,11,A,1,1,143,1,0,,,3,,,,1,2,2,1,2,1,3,2,204,,,4,5,4,5,4,4,,,,4,,,,1,5,,,,11,0,5,0,2,,,,1,2,4,1,1,2,1,0,1,0.283644,5,4,4,4,5,4,5,5,5,4,4,4,5,4,4
16,21,888,46,1,4,11,A,1,1,73,1,2,,,5,,,,2,2,2,2,3,1,2,2,,,,5,5,6,4,5,5,,,,5,,,,2,6,,,,6,0,1,1,1,9,,,1,2,2,1,0,2,1,2,1,0.283644,3,3,3,3,3,5,5,5,5,4,6,6,6,6,4
16,21,888,46,1,4,11,A,1,1,83,1,7,,,15,,,,1,2,2,2,2,1,4,2,,,,5,5,5,5,5,5,,,,5,5,,,1,5,,,,9,5,5,5,2,,,,1,7,5,1,0,2,0,1,1,0.283644,5,4,5,5,5,5,5,5,5,5,5,6,6,6,5
16,21,888,46,1,4,11,A,1,1,93,1,2,,,1,,,4,1,2,2,1,2,1,4,2,,,,4,6,6,4,4,5,,,,4,,,,1,5,1,,,17,4,5,5,2,,,,1,10,7,0,4,2,1,2,1,0.283644,4,4,5,4,4,5,6,6,5,3,6,6,6,6,5
16,7,311,88,1,3,12,A,1,1,120,1,2,,,5,,,,1,2,2,2,3,1,2,1,,,,4,6,6,6,6,5,,,,5,36,32,,2,0,,,,5,5,5,4,1,,,,3,11,3,1,2,2,1,2,1,0.40402,3,6,6,4,4,4,6,6,4,6,6,6,6,6,4
16,7,311,88,1,3,12,A,1,1,135,1,2,,,6,,,,1,1,2,2,1,2,1,1,,,,5,5,6,6,6,5,,,,5,5,,,2,0,,,,2,4,5,4,2,,,,1,5,2,1,2,2,2,2,1,0.40402,4,6,3,4,4,4,6,6,6,6,6,5,6,6,5
16,7,311,88,1,3,12,A,1,1,135,1,3,,,2,,,,2,2,2,2,2,1,2,1,,,,4,6,6,6,4,5,,,,3,16,,,1,5,,,,9,5,4,5,2,,,,3,11,6,2,1,2,2,2,1,0.40402,4,6,6,4,5,5,6,6,6,3,6,6,6,6,4
16,7,311,88,1,3,12,A,1,1,115,1,3,,,13,,,,0,0,1,1,1,1,4,2,,,,5,5,5,5,5,5,,,,5,5,,,2,0,,,,3,5,5,5,2,,,,1,6,2,2,2,2,2,0,1,0.40402,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
16,7,311,88,1,3,12,A,1,1,90,1,2,,,1,,,4,1,2,2,2,1,1,4,2,,,,5,6,6,4,5,5,,,,5,,,,1,5,,,,3,0,5,5,2,,,,1,6,4,2,3,2,2,1,1,0.40402,5,4,4,3,5,5,6,6,5,4,5,5,5,5,5
16,7,311,88,1,3,12,A,1,1,125,1,2,,,3,,,,2,2,1,2,1,1,4,2,311,,,5,5,6,3,3,4,,,,3,,,,2,0,,,,11,4,1,4,1,3,,,2,10,5,1,4,2,1,2,1,0.40402,4,4,3,2,4,3,6,2,6,6,6,6,6,6,4
16,7,311,88,1,3,12,A,1,1,150,1,2,,,5,,,,1,0,1,1,3,1,1,2,501,,,5,5,6,5,5,5,,,,5,,,,3,0,,,,1,5,5,4,2,,,,3,16,2,1,2,2,2,2,1,0.40402,4,3,5,5,5,5,5,5,4,5,6,4,6,6,5
16,7,311,88,1,3,12,A,1,1,105,1,3,,,1,,,1,1,1,2,2,1,2,4,2,,,,5,5,5,5,5,5,,,,4,,,,1,5,,,,7,4,3,4,2,,,,1,4,6,0,2,2,1,1,1,0.40402,4,4,4,4,4,4,4,4,4,4,4,6,5,6,4
16,7,311,88,1,3,12,A,1,1,75,1,2,,,8,,,,1,2,2,1,1,2,0,2,,,,5,0,0,0,5,5,,,,4,39,,,3,0,2,,,5,4,5,5,2,,,,3,16,3,2,2,2,2,2,1,0.40402,4,6,6,3,4,4,6,4,4,6,6,6,6,6,4
16,7,311,88,1,3,12,A,1,1,75,1,2,,,3,,,,2,2,2,2,1,2,1,2,999,,,5,6,6,6,5,5,,,,5,5,,,2,0,,,,11,5,5,5,2,,,,3,10,3,1,1,2,2,2,1,0.40402,3,5,5,5,5,5,5,5,5,5,3,6,6,6,5
15,34,990,69,6,4,100,G,2,3,330,1,2,,,9,,,,1,2,2,1,1,2,1,1,319,,,4,4,6,6,4,4,,,,5,1,,,2,0,,,,5,5,4,4,2,,,,3,15,5,1,2,2,2,2,1,0.725279,4,6,6,3,5,4,6,6,5,4,6,5,6,5,4
15,34,990,69,6,4,100,G,2,3,180,1,3,,,12,,,,1,2,2,2,3,1,4,1,15,,,5,6,6,5,5,5,5,,,5,24,,,1,3,1,,,9,5,5,5,1,14,,,1,7,7,1,4,2,2,2,1,0.725279,4,5,3,5,5,5,6,5,6,5,5,6,6,6,4
15,34,990,69,6,4,100,G,2,3,585,1,2,,,3,,,,2,2,1,1,3,1,3,2,999,,,5,4,4,5,5,5,,,,5,,,,0,0,,,,11,0,5,0,2,,,,3,10,5,2,3,2,2,2,1,0.725279,5,4,4,4,5,5,4,4,5,0,0,0,0,0,4
15,34,990,69,6,4,100,G,2,3,150,1,1,2,,1,,,1,1,1,1,3,1,1,4,2,999,,,5,4,6,3,3,4,,,,4,,,,2,0,,,,7,4,4,4,1,1,,,1,90,0,0,4,2,1,1,1,0.725279,5,4,3,3,4,4,4,4,4,4,3,3,4,6,5
15,34,990,69,6,4,100,G,2,3,N,1,2,,,2,,,,2,2,2,2,3,1,1,2,,,,5,5,5,5,5,5,,,,0,,,,0,0,,,,1,0,0,0,0,,,,1,3,6,1,2,1,1,0,1,0.725279,4,3,0,4,4,5,5,5,5,5,4,0,5,4,4
15,33,5367,65,1,1,84,F,2,2,113,1,6,,,4,,,,2,1,1,1,1,2,1,1,610,202,,5,6,6,5,4,5,,,,5,2,,,1,3,4,,,5,5,5,5,2,,,,1,1,2,1,2,2,2,2,1,2.167946,5,4,4,4,5,4,6,6,5,3,3,6,6,6,4
15,33,5367,65,1,1,84,F,2,2,848,1,1,,,9,,,,1,2,2,2,3,1,4,1,609,611,,5,5,4,6,4,4,,,,5,4,,,2,0,,,,17,3,3,3,1,8,,,3,10,4,1,4,2,2,2,1,2.167946,3,4,3,4,4,4,6,6,6,4,1,1,6,1,4
15,33,5367,65,1,1,84,F,2,2,113,1,3,,,7,,,,1,2,2,1,1,1,4,1,20,,,5,6,6,5,4,5,,,,5,27,,,2,0,,,,5,5,5,5,2,,,,3,10,5,1,4,2,2,2,1,2.167946,5,5,3,5,5,5,5,5,5,6,6,6,6,6,5
15,33,5367,65,1,1,84,F,2,2,113,1,6,,,6,,,,2,1,2,1,3,1,2,2,,,,5,5,5,5,5,5,,,,5,,,,2,0,,,,2,5,3,5,1,1,,,1,5,3,2,2,2,2,2,1,2.167946,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
15,33,5367,65,1,1,84,F,2,2,83,1,2,,,6,,,,1,2,2,1,3,1,2,2,103,,,5,4,6,6,4,4,,,,4,4,,,2,0,,,,1,5,5,4,2,,,,3,10,2,1,1,2,2,2,1,2.167946,5,6,6,4,5,5,6,6,5,6,6,4,6,6,5
9,34,86,93,9,3,98,G,3,3,130,1,2,,,3,,,,2,2,2,2,1,1,4,2,,,,5,4,6,6,4,4,,,,5,,,,2,0,,,,11,0,5,6,2,,,,3,10,4,2,3,2,2,2,1,0.725279,5,6,4,5,5,5,6,6,4,6,6,4,6,6,4
15,33,5367,65,1,1,84,F,2,2,83,1,4,,,1,,,2,2,2,2,3,1,1,4,2,,,,5,6,6,6,4,5,,,,5,,,,1,5,,,,7,3,5,5,2,,,,1,4,7,1,4,2,1,2,1,2.167946,5,5,3,4,5,4,6,6,6,5,2,6,4,6,4
9,34,86,93,9,3,98,G,3,3,565,1,3,,,3,,,,2,1,1,1,3,1,4,2,306,804,,5,0,0,4,5,5,,,,5,,,,2,6,,,,11,5,5,3,2,,,,3,19,6,2,0,3,2,2,1,0.725279,4,3,3,4,4,4,4,4,5,6,6,6,6,6,4
15,33,5367,65,1,1,84,F,2,2,N,1,3,,,2,,,,2,2,2,2,2,1,4,2,,,,3,3,3,3,3,3,,,,3,,,,1,1,,,,5,3,3,3,2,,,,1,1,6,2,1,2,0,1,1,2.167946,0,0,3,0,3,3,3,3,3,3,3,3,3,3,3
9,34,86,93,9,3,98,G,3,3,130,1,1,,,5,,,,2,2,2,2,5,1,4,2,104,,,5,6,6,4,3,4,,,,4,,,,1,5,,,,5,5,5,5,2,,,,1,1,4,1,0,1,1,2,1,0.725279,3,3,2,5,3,3,6,6,4,5,4,6,4,6,4
15,33,5367,65,1,1,84,F,2,2,68,1,1,,,3,,,,0,0,0,1,3,1,3,2,301,,,3,6,3,3,4,3,,,,4,4,,,2,0,,,,11,6,2,6,1,24,,,3,10,5,1,3,2,2,2,1,2.167946,3,3,3,2,2,4,6,6,4,4,6,6,6,4,3
